Grid_Number,school
615,35.0
616,62.0
617,64.0
657,91.0
658,94.0
665,37.0
666,49.0
705,97.0
706,136.0
707,126.0
714,38.0
754,135.0
755,166.0
756,150.0
763,48.0
803,131.0
804,159.0
805,134.0
806,117.0
812,29.0
813,35.0
852,122.0
854,141.0
855,130.0
856,114.0
861,32.0
866,30.0
903,152.0
904,162.0
905,141.0
908,63.0
910,49.0
948,102.0
951,124.0
952,127.0
953,150.0
954,172.0
955,155.0
958,77.0
959,73.0
960,91.0
961,88.0
964,52.0
999,115.0
1000,154.0
1001,119.0
1002,130.0
1003,158.0
1004,149.0
1005,144.0
1007,98.0
1008,107.0
1009,151.0
1010,134.0
1011,121.0
1013,68.0
1019,91.0
1020,106.0
1043,92.0
1044,98.0
1045,108.0
1048,129.0
1049,128.0
1050,126.0
1051,110.0
1052,125.0
1053,139.0
1054,135.0
1055,121.0
1056,134.0
1057,137.0
1058,165.0
1059,177.0
1061,136.0
1065,39.0
1066,45.0
1067,87.0
1068,117.0
1069,109.0
1091,69.0
1092,97.0
1093,103.0
1094,120.0
1096,128.0
1098,117.0
1099,113.0
1100,108.0
1101,126.0
1102,135.0
1103,156.0
1104,120.0
1105,138.0
1106,158.0
1107,160.0
1108,150.0
1109,136.0
1110,131.0
1111,107.0
1114,54.0
1115,53.0
1116,43.0
1117,89.0
1118,77.0
1141,87.0
1142,74.0
1143,131.0
1144,170.0
1145,147.0
1146,125.0
1147,115.0
1148,111.0
1149,117.0
1150,142.0
1151,122.0
1152,147.0
1153,136.0
1154,137.0
1155,152.0
1156,167.0
1157,138.0
1158,136.0
1159,120.0
1160,89.0
1165,27.0
1166,54.0
1167,66.0
1188,122.0
1190,50.0
1191,68.0
1192,109.0
1193,116.0
1194,159.0
1195,128.0
1196,118.0
1197,135.0
1198,129.0
1199,145.0
1200,131.0
1202,120.0
1203,135.0
1204,140.0
1205,138.0
1206,148.0
1207,125.0
1208,138.0
1209,131.0
1211,61.0
1213,13.0
1215,25.0
1216,42.0
1220,91.0
1236,124.0
1237,114.0
1238,81.0
1239,44.0
1240,27.0
1241,75.0
1242,115.0
1243,157.0
1244,127.0
1245,152.0
1246,126.0
1247,129.0
1248,147.0
1249,144.0
1250,133.0
1251,90.0
1252,121.0
1253,128.0
1254,130.0
1255,134.0
1256,118.0
1257,123.0
1258,139.0
1259,116.0
1267,69.0
1268,87.0
1269,132.0
1270,123.0
1287,71.0
1288,37.0
1289,8.0
1290,39.0
1292,98.0
1293,139.0
1294,160.0
1295,137.0
1296,132.0
1297,150.0
1298,138.0
1299,119.0
1300,117.0
1301,106.0
1302,128.0
1303,125.0
1304,137.0
1305,132.0
1306,115.0
1307,133.0
1308,126.0
1309,76.0
1315,63.0
1316,71.0
1317,100.0
1318,143.0
1319,121.0
1337,62.0
1338,14.0
1339,17.0
1340,39.0
1342,149.0
1343,134.0
1344,128.0
1345,152.0
1346,142.0
1347,121.0
1348,107.0
1349,121.0
1350,102.0
1351,112.0
1352,115.0
1353,108.0
1354,89.0
1355,118.0
1356,159.0
1357,142.0
1358,88.0
1364,59.0
1365,61.0
1366,74.0
1367,103.0
1368,105.0
1385,97.0
1386,95.0
1387,83.0
1388,21.0
1389,32.0
1393,118.0
1394,119.0
1395,121.0
1396,127.0
1397,131.0
1398,96.0
1399,106.0
1401,133.0
1402,121.0
1403,99.0
1405,138.0
1406,132.0
1409,22.0
1413,24.0
1415,49.0
1416,69.0
1417,65.0
1428,89.0
1435,109.0
1436,91.0
1437,33.0
1443,142.0
1444,153.0
1445,131.0
1446,142.0
1447,117.0
1448,111.0
1449,107.0
1450,122.0
1451,122.0
1452,98.0
1453,120.0
1454,144.0
1455,171.0
1458,34.0
1461,47.0
1462,30.0
1464,34.0
1465,33.0
1466,35.0
1467,41.0
1477,98.0
1484,123.0
1492,127.0
1493,176.0
1494,127.0
1495,132.0
1496,139.0
1497,126.0
1498,107.0
1499,124.0
1500,114.0
1501,106.0
1502,101.0
1503,141.0
1504,165.0
1505,117.0
1506,86.0
1507,45.0
1508,62.0
1509,57.0
1510,55.0
1511,36.0
1528,73.0
1541,110.0
1542,141.0
1543,148.0
1544,134.0
1545,125.0
1546,129.0
1547,131.0
1548,118.0
1549,124.0
1550,106.0
1551,105.0
1552,138.0
1553,145.0
1554,128.0
1555,105.0
1556,60.0
1557,61.0
1558,65.0
1559,61.0
1560,31.0
1593,132.0
1594,141.0
1595,132.0
1596,123.0
1597,118.0
1598,110.0
1599,122.0
1600,139.0
1601,146.0
1602,159.0
1603,139.0
1604,99.0
1641,133.0
1642,91.0
1643,149.0
1644,147.0
1645,144.0
1646,132.0
1647,145.0
1648,153.0
1649,147.0
1650,164.0
1651,180.0
1652,138.0
1653,135.0
1677,162.0
1678,143.0
1681,148.0
1690,161.0
1691,130.0
1692,111.0
1693,124.0
1694,153.0
1695,130.0
1696,128.0
1697,154.0
1698,149.0
1699,169.0
1700,168.0
1701,162.0
1702,143.0
1703,116.0
1720,51.0
1721,53.0
1724,139.0
1725,191.0
1731,139.0
1739,144.0
1740,141.0
1741,95.0
1742,113.0
1743,135.0
1744,121.0
1745,133.0
1746,100.0
1747,133.0
1748,143.0
1749,180.0
1750,178.0
1751,140.0
1773,154.0
1774,156.0
1780,132.0
1788,161.0
1789,98.0
1790,120.0
1791,124.0
1792,130.0
1793,123.0
1794,130.0
1796,100.0
1797,146.0
1798,152.0
1799,157.0
1800,118.0
1824,113.0
1826,128.0
1828,125.0
1829,141.0
1837,142.0
1838,137.0
1839,115.0
1840,121.0
1841,109.0
1842,121.0
1843,134.0
1844,152.0
1845,147.0
1846,138.0
1847,123.0
1848,96.0
1874,118.0
1875,119.0
1878,129.0
1879,133.0
1885,155.0
1886,155.0
1887,129.0
1888,145.0
1892,128.0
1893,159.0
1894,155.0
1895,119.0
1918,22.0
1920,136.0
1921,166.0
1924,109.0
1927,123.0
1928,135.0
1934,163.0
1935,165.0
1936,146.0
1937,122.0
1940,89.0
1941,88.0
1942,116.0
1943,152.0
1964,20.0
1969,179.0
1970,213.0
1971,137.0
1972,125.0
1974,102.0
1975,120.0
1976,122.0
1977,160.0
1978,154.0
1983,157.0
1984,148.0
1985,117.0
1986,120.0
2018,169.0
2019,192.0
2022,141.0
2023,128.0
2024,121.0
2025,116.0
2026,163.0
2027,149.0
2030,67.0
2031,86.0
2033,105.0
2040,123.0
2041,127.0
2068,139.0
2070,130.0
2071,130.0
2072,139.0
2073,119.0
2074,123.0
2075,152.0
2076,119.0
2077,98.0
2084,102.0
2085,105.0
2086,101.0
2087,113.0
2088,136.0
2089,159.0
2090,170.0
2091,143.0
2118,118.0
2119,125.0
2120,145.0
2122,135.0
2123,119.0
2124,124.0
2125,97.0
2132,121.0
2133,128.0
2134,132.0
2135,145.0
2136,137.0
2137,148.0
2138,152.0
2139,185.0
2140,157.0
2167,102.0
2168,126.0
2169,150.0
2170,120.0
2171,142.0
2172,145.0
2177,90.0
2178,132.0
2179,130.0
2180,158.0
2181,113.0
2182,151.0
2183,138.0
2184,145.0
2185,141.0
2186,120.0
2187,135.0
2188,111.0
2189,153.0
2215,154.0
2216,153.0
2217,116.0
2218,140.0
2220,184.0
2221,126.0
2226,133.0
2227,157.0
2228,165.0
2229,165.0
2230,132.0
2231,117.0
2232,113.0
2233,118.0
2234,130.0
2235,126.0
2236,122.0
2263,148.0
2264,154.0
2265,139.0
2266,137.0
2267,145.0
2268,157.0
2269,136.0
2274,120.0
2275,124.0
2276,168.0
2277,147.0
2278,120.0
2279,117.0
2280,97.0
2281,113.0
2282,120.0
2283,117.0
2284,99.0
2312,163.0
2313,151.0
2314,124.0
2315,128.0
2316,149.0
2317,117.0
2323,143.0
2324,145.0
2325,114.0
2326,140.0
2327,125.0
2328,116.0
2329,109.0
2330,114.0
2331,120.0
2332,121.0
2333,124.0
2334,128.0
2362,144.0
2364,122.0
2365,117.0
2372,127.0
2373,107.0
2374,110.0
2375,114.0
2377,98.0
2378,112.0
2379,124.0
2380,101.0
2381,129.0
2382,125.0
2383,118.0
2411,126.0
2412,125.0
2421,98.0
2422,81.0
2423,110.0
2471,64.0
2472,74.0
